Timestamp,Record number,Average Water Speed,Average Water Direction,Chlorophyll,Chlorophyll [quality],Temperature,Temperature [quality],Dissolved Oxygen,Dissolved Oxygen [quality],Dissolved Oxygen (%Saturation),Dissolved Oxygen (%Saturation) [quality],pH,pH [quality],Salinity,Salinity [quality],Specific Conductance,Specific Conductance [quality],Turbidity,Turbidity [quality]
2023-08-04 23:00:00,1468,4.834,73.484,1.621,,20.018,,7.472,,101.175,,8.176,,35.215,,53.262,,2.068,
2023-08-04 23:30:00,1469,2.544,106.424,1.959,,19.986,,7.455,,100.884,,8.175,,35.209,,53.254,,1.994,
2023-08-04 23:00:00,1470,1.26,156.755,1.62,,20.001,,7.43,,100.571,,8.171,,35.207,,53.252,,2.03,
2023-08-04 23:30:00,1471,0.76,281.754,1.761,,19.983,,7.419,,100.398,,8.171,,35.211,,53.257,,1.973,
2023-08-04 23:00:00,1472,3.397,244.637,1.635,,19.986,,7.429,,100.538,,8.171,,35.208,,53.253,,1.944,
2023-08-04 23:00:00,1473,1.596,100.271,1.935,,19.834,,7.43,,100.293,,8.158,,35.255,,53.315,,2.124,
2023-08-04 23:30:00,1474,6.622,141.844,2.103,,19.829,,7.435,,100.354,,8.158,,35.259,,53.321,,1.95,
2023-08-05 00:00:00,1475,9.138,52.005,1.443,,19.822,,7.459,,100.667,,8.159,,35.271,,53.337,,2.033,
2023-08-05 00:30:00,1476,2.982,93.117,1.433,,19.804,,7.446,,100.471,,8.166,,35.273,,53.339,,1.995,
2023-08-05 01:00:00,1477,9.851,53.062,1.499,,19.77,,7.454,,100.515,,8.168,,35.283,,53.353,,1.973,
2023-08-05 01:30:00,1478,3.37,318.489,1.083,,19.741,,7.447,,100.371,,8.167,,35.29,,53.362,,2.014,
2023-08-05 02:00:00,1479,0.283,324.385,1.001,,19.712,,7.426,,100.038,,8.17,,35.292,,53.365,,1.845,
2023-08-05 02:30:00,1480,4.989,166.41,1.435,,19.711,,7.404,,99.745,,8.169,,35.29,,53.363,,1.861,
2023-08-05 03:00:00,1481,1.965,6.226,1.176,,19.703,,7.198,,96.958,,8.17,,35.293,,53.366,,2.397,
2023-08-05 03:30:00,1482,0.647,266.369,1.287,,19.701,,7.204,,97.023,,8.174,,35.284,,53.355,,2.34,
2023-08-05 04:00:00,1483,8.005,219.721,1.421,,19.652,,4.89,,65.794,,8.166,,35.272,,53.338,,3.375,
